from,to,weight,type,gene
b0283,b1724,0.000,obo2,b0738
b0632,b1281,0.667,obo1,b0632
b1281,b0405,0.333,obo2,b0632
b0405,b1281,0.000,obo1,b0632
b3100,b1072,0.875,obo1,b3100
b1072,b2127,0.750,obo2,b3100
b2127,b3303,0.625,obo1,b3100
b3303,b1890,0.500,obo2,b3100
b1890,b2239,0.375,obo1,b3100
b2239,b2302,0.250,obo2,b3100
b2302,b1207,0.125,obo1,b3100
b1207,b1890,0.000,obo2,b3100
b1949,b0758,0.750,obo1,b1949
b0758,b0081,0.500,obo2,b1949
b0081,b3362,0.250,obo1,b1949
b3362,b0081,0.000,obo2,b1949
b0635,b3726,0.500,obo1,b0635
b3726,b0635,0.000,obo2,b0635
b0636,b3297,0.857,obo1,b0636
b3297,b1090,0.714,obo2,b0636
b1090,b2038,0.571,obo1,b0636
b2038,b2423,0.429,obo2,b0636
b2423,b4072,0.286,obo1,b0636
b4072,b1864,0.143,obo2,b0636
b1864,b2038,0.000,obo1,b0636
b0637,b2727,0.500,obo1,b0637
b2727,b0637,0.000,obo2,b0637
b0469,b3312,0.750,obo1,b0469
b3312,b0419,0.500,obo2,b0469
b0419,b0523,0.250,obo1,b0469
b0523,b0419,0.000,obo2,b0469
b0468,b3021,0.750,obo1,b0468
b3021,b0523,0.500,obo2,b0468
b0523,b0419,0.250,obo1,b0468
b0419,b0523,0.000,obo2,b0468
b0399,b0523,0.667,obo1,b0399
b0523,b0419,0.333,obo2,b0399
b0419,b0523,0.000,obo1,b0399
b4224,b0033,0.500,obo1,b4224
b0033,b4224,0.000,obo2,b4224
b0014,b4244,0.667,obo1,b0014
b4244,b0325,0.333,obo2,b0014
b0325,b4244,0.000,obo1,b0014
b0015,b0523,0.667,obo1,b0015
b0523,b0419,0.333,obo2,b0015
b0419,b0523,0.000,obo1,b0015
b2665,b1967,0.875,obo1,b2665
b1967,b1628,0.750,obo2,b2665
b1628,b3959,0.625,obo1,b2665
b3959,b0118,0.500,obo2,b2665
b0118,b0863,0.375,obo1,b2665
b0863,b2600,0.250,obo2,b2665
b2600,b2281,0.125,obo1,b2665
b2281,b1628,0.000,obo2,b2665
b0460,b0593,0.833,obo1,b0460
b0593,b4056,0.667,obo2,b0460
b4056,b3741,0.500,obo1,b0460
b3741,b3167,0.333,obo2,b0460
b3167,b1679,0.167,obo1,b0460
b1679,b3167,0.000,obo2,b0460
b2666,b1197,0.667,obo1,b2666
b1197,b1536,0.333,obo2,b2666
b1536,b1197,0.000,obo1,b2666
b2661,b3296,0.875,obo1,b2661
b3296,b0724,0.750,obo2,b2661
b0724,b1225,0.625,obo1,b2661
b1225,b3307,0.500,obo2,b2661
b3307,b1632,0.375,obo1,b2661
b1632,b1883,0.250,obo2,b2661
b1883,b1224,0.125,obo1,b2661
b1224,b1883,0.000,obo2,b2661
b2660,b2040,0.750,obo1,b2660
b2040,b4045,0.500,obo2,b2660
b4045,b2019,0.250,obo1,b2660
b2019,b4045,0.000,obo2,b2660
b1261,b2499,0.800,obo1,b1261
b2499,b2592,0.600,obo2,b1261
b2592,b4045,0.400,obo1,b1261
b4045,b2019,0.200,obo2,b1261
b2019,b4045,0.000,obo1,b1261
b2499,b2592,0.750,obo1,b2499
b2592,b4045,0.500,obo2,b2499
b4045,b2019,0.250,obo1,b2499
b2019,b4045,0.000,obo2,b2499
b1422,b4377,0.889,obo1,b1422
b4377,b3175,0.778,obo2,b1422
b3175,b2185,0.667,obo1,b1422
b2185,b0285,0.556,obo2,b1422
b0285,b0284,0.444,obo1,b1422
b0284,b1632,0.333,obo2,b1422
b1632,b1883,0.222,obo1,b1422
b1883,b1224,0.111,obo2,b1422
b1224,b1883,0.000,obo1,b1422
b1423,b0032,0.857,obo1,b1423
b0032,b2097,0.714,obo2,b1423
b2097,b2799,0.571,obo1,b1423
b2799,b1732,0.429,obo2,b1423
b1732,b3507,0.286,obo1,b1423
b3507,b3388,0.143,obo2,b1423
b3388,b3507,0.000,obo1,b1423
b1428,b3417,0.750,obo1,b1428
b3417,b2148,0.500,obo2,b1428
b2148,b3190,0.250,obo1,b1428
b3190,b2148,0.000,obo2,b1428
b2261,b0051,0.667,obo1,b2261
b0051,b2266,0.333,obo2,b2261
b2266,b0051,0.000,obo1,b2261
b4036,b2266,0.667,obo1,b4036
b2266,b0051,0.333,obo2,b4036
b0051,b2266,0.000,obo1,b4036
b3654,b2875,0.857,obo1,b3654
b2875,b3599,0.714,obo2,b3654
b3599,b1583,0.571,obo1,b3654
b1583,b2197,0.429,obo2,b3654
b2197,b1039,0.286,obo1,b3654
b1039,b2137,0.143,obo2,b3654
b2137,b2875,0.000,obo1,b3654
b0492,b1333,0.833,obo1,b0492
b1333,b2674,0.667,obo2,b0492
b2674,b0950,0.500,obo1,b0492
b0950,b0635,0.333,obo2,b0492
b0635,b3726,0.167,obo1,b0492
b3726,b0635,0.000,obo2,b0492
b0493,b1881,0.750,obo1,b0493
b1881,b3457,0.500,obo2,b0493
b3457,b3382,0.250,obo1,b0493
b3382,b3457,0.000,obo2,b0493
b3629,b0685,0.667,obo1,b3629
b0685,b4147,0.333,obo2,b3629
b4147,b0685,0.000,obo1,b3629
b2570,b1884,0.667,obo1,b2570
b1884,b4230,0.333,obo2,b2570
b4230,b1884,0.000,obo1,b2570
b3428,b2095,0.857,obo1,b3428
b2095,b1799,0.714,obo2,b3428
b1799,b3731,0.571,obo1,b3428
b3731,b3650,0.429,obo2,b3428
b3650,b0114,0.286,obo1,b3428
b0114,b0750,0.143,obo2,b3428
b0750,b0114,0.000,obo1,b3428
b2185,b0285,0.833,obo1,b2185
b0285,b0284,0.667,obo2,b2185
b0284,b1632,0.500,obo1,b2185
b1632,b1883,0.333,obo2,b2185
b1883,b1224,0.167,obo1,b2185
b1224,b1883,0.000,obo2,b2185
b2187,b4068,0.667,obo1,b2187
b4068,b3622,0.333,obo2,b2187
b3622,b4068,0.000,obo1,b2187
b2618,b3705,0.800,obo1,b2618
b3705,b2414,0.600,obo2,b2618
b2414,b0003,0.400,obo1,b2618
b0003,b1444,0.200,obo2,b2618
b1444,b0003,0.000,obo1,b2618
b3740,b1900,0.833,obo1,b3740
b1900,b4381,0.667,obo2,b3740
b4381,b1891,0.500,obo1,b3740
b1891,b0523,0.333,obo2,b3740
b0523,b0419,0.167,obo1,b3740
b0419,b0523,0.000,obo2,b3740
b0948,b3923,0.900,obo1,b0948
b3923,b2665,0.800,obo2,b0948
b2665,b1967,0.700,obo1,b0948
b1967,b1628,0.600,obo2,b0948
b1628,b3959,0.500,obo1,b0948
b3959,b0118,0.400,obo2,b0948
b0118,b0863,0.300,obo1,b0948
b0863,b2600,0.200,obo2,b0948
b2600,b2281,0.100,obo1,b0948
b2281,b1628,0.000,obo2,b0948
b0127,b1599,0.500,obo1,b0127
b1599,b0127,0.000,obo2,b0127
b0120,b2844,0.500,obo1,b0120
b2844,b0120,0.000,obo2,b0120
b0121,b2528,0.909,obo1,b0121
b2528,b3992,0.818,obo2,b0121
b3992,b3185,0.727,obo1,b0121
b3185,b0433,0.636,obo2,b0121
b0433,b3959,0.545,obo1,b0121
b3959,b0118,0.455,obo2,b0121
b0118,b0863,0.364,obo1,b0121
b0863,b2600,0.273,obo2,b0121
b2600,b2281,0.182,obo1,b0121
b2281,b1628,0.091,obo2,b0121
b1628,b3959,0.000,obo1,b0121
b0088,b3649,0.800,obo1,b0088
b3649,b0871,0.600,obo2,b0088
b0871,b1523,0.400,obo1,b0088
b1523,b0810,0.200,obo2,b0088
b0810,b1523,0.000,obo1,b0088
b0087,b2041,0.875,obo1,b0087
b2041,b1443,0.750,obo2,b0087
b1443,b0907,0.625,obo1,b0087
b0907,b3153,0.500,obo2,b0087
b3153,b1276,0.375,obo1,b0087
b1276,b1074,0.250,obo2,b0087
b1074,b1888,0.125,obo1,b0087
b1888,b3153,0.000,obo2,b0087
b0086,b1884,0.667,obo1,b0086
b1884,b4230,0.333,obo2,b0086
b4230,b1884,0.000,obo1,b0086
b0085,b3892,0.875,obo1,b0085
b3892,b3314,0.750,obo2,b0085
b3314,b0595,0.625,obo1,b0085
b0595,b2146,0.500,obo2,b0085
b2146,b2283,0.375,obo1,b0085
b2283,b1244,0.250,obo2,b0085
b1244,b2296,0.125,obo1,b0085
b2296,b1244,0.000,obo2,b0085
b2342,b3981,0.667,obo1,b2342
b3981,b0151,0.333,obo2,b2342
b0151,b3981,0.000,obo1,b2342
b3295,b1942,0.833,obo1,b3295
b1942,b4174,0.667,obo2,b3295
b4174,b3400,0.500,obo1,b3295
b3400,b3170,0.333,obo2,b3295
b3170,b1243,0.167,obo1,b3295
b1243,b3170,0.000,obo2,b3295
b0081,b3362,0.500,obo1,b0081
b3362,b0081,0.000,obo2,b0081
b0945,b3704,0.909,obo1,b0945
b3704,b2308,0.818,obo2,b0945
b2308,b2307,0.727,obo1,b0945
b2307,b0002,0.636,obo2,b0945
b0002,b2185,0.545,obo1,b0945
b2185,b0285,0.455,obo2,b0945
b0285,b0284,0.364,obo1,b0945
b0284,b1632,0.273,obo2,b0945
b1632,b1883,0.182,obo1,b0945
b1883,b1224,0.091,obo2,b0945
b1224,b1883,0.000,obo1,b0945
b2167,b2687,0.750,obo1,b2167
b2687,b1612,0.500,obo2,b2167
b1612,b0584,0.250,obo1,b2167
b0584,b2167,0.000,obo2,b2167
b4319,b3288,0.900,obo1,b4319
b3288,b4315,0.800,obo2,b4319
b4315,b3393,0.700,obo1,b4319
b3393,b2281,0.600,obo2,b4319
b2281,b1628,0.500,obo1,b4319
b1628,b3959,0.400,obo2,b4319
b3959,b0118,0.300,obo1,b4319
b0118,b0863,0.200,obo2,b4319
b0863,b2600,0.100,obo1,b4319
b2600,b2281,0.000,obo2,b4319
b2000,b3239,0.667,obo1,b2000
b3239,b4014,0.333,obo2,b2000
b4014,b3239,0.000,obo1,b2000
b3429,b3255,0.833,obo1,b3429
b3255,b0767,0.667,obo2,b3429
b0767,b2537,0.500,obo1,b3429
b2537,b3507,0.333,obo2,b3429
b3507,b3388,0.167,obo1,b3429
b3388,b3507,0.000,obo2,b3429
b2168,b3157,0.667,obo1,b2168
b3157,b1166,0.333,obo2,b2168
b1166,b3157,0.000,obo1,b2168
b0268,b2607,0.667,obo1,b0268
b2607,b2847,0.333,obo2,b0268
b2847,b2607,0.000,obo1,b0268
b1888,b3153,0.750,obo1,b1888
b3153,b1276,0.500,obo2,b1888
b1276,b1074,0.250,obo1,b1888
b1074,b1888,0.000,obo2,b1888
b1889,b2037,0.833,obo1,b1889
b2037,b1864,0.667,obo2,b1889
b1864,b2038,0.500,obo1,b1889
b2038,b2423,0.333,obo2,b1889
b2423,b4072,0.167,obo1,b1889
b4072,b1864,0.000,obo2,b1889
b2869,b3540,0.909,obo1,b2869
b3540,b3923,0.818,obo2,b2869
b3923,b2665,0.727,obo1,b2869
b2665,b1967,0.636,obo2,b2869
b1967,b1628,0.545,obo1,b2869
b1628,b3959,0.455,obo2,b2869
b3959,b0118,0.364,obo1,b2869
b0118,b0863,0.273,obo2,b2869
b0863,b2600,0.182,obo1,b2869
b2600,b2281,0.091,obo2,b2869
b2281,b1628,0.000,obo1,b2869
b3845,b0248,0.800,obo1,b3845
b0248,b3065,0.600,obo2,b3845
b3065,b1779,0.400,obo1,b3845
b1779,b3510,0.200,obo2,b3845
b3510,b1779,0.000,obo1,b3845
b3005,b0419,0.667,obo1,b3005
b0419,b0523,0.333,obo2,b3005
b0523,b0419,0.000,obo1,b3005
b0062,b1478,0.500,obo1,b0062
b1478,b0062,0.000,obo2,b0062
b1880,b0419,0.667,obo1,b1880
b0419,b0523,0.333,obo2,b1880
b0523,b0419,0.000,obo1,b1880
b1881,b3457,0.667,obo1,b1881
b3457,b3382,0.333,obo2,b1881
b3382,b3457,0.000,obo1,b1881
b0306,b2197,0.857,obo1,b0306
b2197,b1039,0.714,obo2,b0306
b1039,b2137,0.571,obo1,b0306
b2137,b2875,0.429,obo2,b0306
b2875,b3599,0.286,obo1,b0306
b3599,b1583,0.143,obo2,b0306
b1583,b2197,0.000,obo1,b0306
b0307,b3649,0.800,obo1,b0307
b3649,b0871,0.600,obo2,b0307
b0871,b1523,0.400,obo1,b0307
b1523,b0810,0.200,obo2,b0307
b0810,b1523,0.000,obo1,b0307
b1884,b4230,0.500,obo1,b1884
b4230,b1884,0.000,obo2,b1884
b1885,b1124,0.923,obo1,b1885
b1124,b1825,0.846,obo2,b1885
b1825,b1129,0.769,obo1,b1885
b1129,b4119,0.692,obo2,b1885
b4119,b0726,0.615,obo1,b1885
b0726,b3748,0.538,obo2,b1885
b3748,b2341,0.462,obo1,b1885
b2341,b2309,0.385,obo2,b1885
b2309,b2287,0.308,obo1,b1885
b2287,b1076,0.231,obo2,b1885
b1076,b0003,0.154,obo1,b1885
b0003,b1444,0.077,obo2,b1885
b1444,b0003,0.000,obo1,b1885
b1886,b3640,0.889,obo1,b1886
b3640,b2199,0.778,obo2,b1886
b2199,b2600,0.667,obo1,b1886
b2600,b2281,0.556,obo2,b1886
b2281,b1628,0.444,obo1,b1886
b1628,b3959,0.333,obo2,b1886
b3959,b0118,0.222,obo1,b1886
b0118,b0863,0.111,obo2,b1886
b0863,b2600,0.000,obo1,b1886
b1887,b3787,0.923,obo1,b1887
b3787,b2869,0.846,obo2,b1887
b2869,b3540,0.769,obo1,b1887
b3540,b3923,0.692,obo2,b1887
b3923,b2665,0.615,obo1,b1887
b2665,b1967,0.538,obo2,b1887
b1967,b1628,0.462,obo1,b1887
b1628,b3959,0.385,obo2,b1887
b3959,b0118,0.308,obo1,b1887
b0118,b0863,0.231,obo2,b1887
b0863,b2600,0.154,obo1,b1887
b2600,b2281,0.077,obo2,b1887
b2281,b1628,0.000,obo1,b1887
b2528,b3992,0.900,obo1,b2528
b3992,b3185,0.800,obo2,b2528
b3185,b0433,0.700,obo1,b2528
b0433,b3959,0.600,obo2,b2528
b3959,b0118,0.500,obo1,b2528
b0118,b0863,0.400,obo2,b2528
b0863,b2600,0.300,obo1,b2528
b2600,b2281,0.200,obo2,b2528
b2281,b1628,0.100,obo1,b2528
b1628,b3959,0.000,obo2,b2528
b1957,b3310,0.750,obo1,b1957
b3310,b3167,0.500,obo2,b1957
b3167,b1679,0.250,obo1,b1957
b1679,b3167,0.000,obo2,b1957
b3342,b4045,0.667,obo1,b3342
b4045,b2019,0.333,obo2,b3342
b2019,b4045,0.000,obo1,b3342
b1389,b4045,0.667,obo1,b1389
b4045,b2019,0.333,obo2,b1389
b2019,b4045,0.000,obo1,b1389
b3424,b1523,0.667,obo1,b3424
b1523,b0810,0.333,obo2,b3424
b0810,b1523,0.000,obo1,b3424
b0721,b1444,0.667,obo1,b0721
b1444,b0003,0.333,obo2,b0721
b0003,b1444,0.000,obo1,b0721
b3990,b0979,0.889,obo1,b3990
b0979,b1208,0.778,obo2,b3990
b1208,b1709,0.667,obo1,b3990
b1709,b0285,0.556,obo2,b3990
b0285,b0284,0.444,obo1,b3990
b0284,b1632,0.333,obo2,b3990
b1632,b1883,0.222,obo1,b3990
b1883,b1224,0.111,obo2,b3990
b1224,b1883,0.000,obo1,b3990
b3991,b1164,0.500,obo1,b3991
b1164,b3991,0.000,obo2,b3991
b3992,b3185,0.889,obo1,b3992
b3185,b0433,0.778,obo2,b3992
b0433,b3959,0.667,obo1,b3992
b3959,b0118,0.556,obo2,b3992
b0118,b0863,0.444,obo1,b3992
b0863,b2600,0.333,obo2,b3992
b2600,b2281,0.222,obo1,b3992
b2281,b1628,0.111,obo2,b3992
b1628,b3959,0.000,obo1,b3992
b3993,b0439,0.909,obo1,b3993
b0439,b3288,0.818,obo2,b3993
b3288,b4315,0.727,obo1,b3993
b4315,b3393,0.636,obo2,b3993
b3393,b2281,0.545,obo1,b3993
b2281,b1628,0.455,obo2,b3993
b1628,b3959,0.364,obo1,b3993
b3959,b0118,0.273,obo2,b3993
b0118,b0863,0.182,obo1,b3993
b0863,b2600,0.091,obo2,b3993
b2600,b2281,0.000,obo1,b3993
b0894,b0734,0.500,obo1,b0894
b0734,b0894,0.000,obo2,b0894
b2465,b4081,0.750,obo1,b2465
b4081,b1000,0.500,obo2,b2465
b1000,b1602,0.250,obo1,b2465
b1602,b1000,0.000,obo2,b2465
b2464,b3312,0.750,obo1,b2464
b3312,b0419,0.500,obo2,b2464
b0419,b0523,0.250,obo1,b2464
b0523,b0419,0.000,obo2,b2464
b2508,b1134,0.800,obo1,b2508
b1134,b3312,0.600,obo2,b2508
b3312,b0419,0.400,obo1,b2508
b0419,b0523,0.200,obo2,b2508
b0523,b0419,0.000,obo1,b2508
b2524,b1863,0.889,obo1,b2524
b1863,b2092,0.778,obo2,b2524
b2092,b0150,0.667,obo1,b2524
b0150,b2677,0.556,obo2,b2524
b2677,b2282,0.444,obo1,b2524
b2282,b1891,0.333,obo2,b2524
b1891,b0523,0.222,obo1,b2524
b0523,b0419,0.111,obo2,b2524
b0419,b0523,0.000,obo1,b2524
b0895,b4122,0.857,obo1,b0895
b4122,b1900,0.714,obo2,b0895
b1900,b4381,0.571,obo1,b0895
b4381,b1891,0.429,obo2,b0895
b1891,b0523,0.286,obo1,b0895
b0523,b0419,0.143,obo2,b0895
b0419,b0523,0.000,obo1,b0895
b1080,b0711,0.909,obo1,b1080
b0711,b1246,0.818,obo2,b1080
b1246,b4015,0.727,obo1,b1080
b4015,b1208,0.636,obo2,b1080
b1208,b1709,0.545,obo1,b1080
b1709,b0285,0.455,obo2,b1080
b0285,b0284,0.364,obo1,b1080
b0284,b1632,0.273,obo2,b1080
b1632,b1883,0.182,obo1,b1080
b1883,b1224,0.091,obo2,b1080
b1224,b1883,0.000,obo1,b1080
b1081,b3625,0.833,obo1,b1081
b3625,b1134,0.667,obo2,b1081
b1134,b3312,0.500,obo1,b1081
b3312,b0419,0.333,obo2,b1081
b0419,b0523,0.167,obo1,b1081
b0523,b0419,0.000,obo2,b1081
b1082,b2019,0.667,obo1,b1082
b2019,b4045,0.333,obo2,b1082
b4045,b2019,0.000,obo1,b1082
b1083,b2537,0.750,obo1,b1083
b2537,b3507,0.500,obo2,b1083
b3507,b3388,0.250,obo1,b1083
b3388,b3507,0.000,obo2,b1083
b3509,b0812,0.750,obo1,b3509
b0812,b3868,0.500,obo2,b3509
b3868,b1943,0.250,obo1,b3509
b1943,b3868,0.000,obo2,b3509
b1086,b3361,0.500,obo1,b1086
b3361,b1086,0.000,obo2,b1086
b3065,b1779,0.667,obo1,b3065
b1779,b3510,0.333,obo2,b3065
b3510,b1779,0.000,obo1,b3065
b1088,b1939,0.923,obo1,b1088
b1939,b3993,0.846,obo2,b1088
b3993,b0439,0.769,obo1,b1088
b0439,b3288,0.692,obo2,b1088
b3288,b4315,0.615,obo1,b1088
b4315,b3393,0.538,obo2,b1088
b3393,b2281,0.462,obo1,b1088
b2281,b1628,0.385,obo2,b1088
b1628,b3959,0.308,obo1,b1088
b3959,b0118,0.231,obo2,b1088
b0118,b0863,0.154,obo1,b1088
b0863,b2600,0.077,obo2,b1088
b2600,b2281,0.000,obo1,b1088
b1089,b3784,0.923,obo1,b1089
b3784,b3931,0.846,obo2,b1089
b3931,b0948,0.769,obo1,b1089
b0948,b3923,0.692,obo2,b1089
b3923,b2665,0.615,obo1,b1089
b2665,b1967,0.538,obo2,b1089
b1967,b1628,0.462,obo1,b1089
b1628,b3959,0.385,obo2,b1089
b3959,b0118,0.308,obo1,b1089
b0118,b0863,0.231,obo2,b1089
b0863,b2600,0.154,obo1,b1089
b2600,b2281,0.077,obo2,b1089
b2281,b1628,0.000,obo1,b1089
b3508,b1883,0.667,obo1,b3508
b1883,b1224,0.333,obo2,b3508
b1224,b1883,0.000,obo1,b3508
b1166,b3157,0.500,obo1,b1166
b3157,b1166,0.000,obo2,b1166
b1165,b3991,0.667,obo1,b1165
b3991,b1164,0.333,obo2,b1165
b1164,b3991,0.000,obo1,b1165
b1164,b3991,0.500,obo1,b1164
b3991,b1164,0.000,obo2,b1164
b3212,b0115,0.500,obo1,b3212
b0115,b3212,0.000,obo2,b3212
b3506,b0406,0.923,obo1,b3506
b0406,b3311,0.846,obo2,b3506
b3311,b0711,0.769,obo1,b3506
b0711,b1246,0.692,obo2,b3506
b1246,b4015,0.615,obo1,b3506
b4015,b1208,0.538,obo2,b3506
b1208,b1709,0.462,obo1,b3506
b1709,b0285,0.385,obo2,b3506
b0285,b0284,0.308,obo1,b3506
b0284,b1632,0.231,obo2,b3506
b1632,b1883,0.154,obo1,b3506
b1883,b1224,0.077,obo2,b3506
b1224,b1883,0.000,obo1,b3506
b2521,b2415,0.889,obo1,b2521
b2415,b2276,0.778,obo2,b2521
b2276,b1709,0.667,obo1,b2521
b1709,b0285,0.556,obo2,b2521
b0285,b0284,0.444,obo1,b2521
b0284,b1632,0.333,obo2,b2521
b1632,b1883,0.222,obo1,b2521
b1883,b1224,0.111,obo2,b2521
b1224,b1883,0.000,obo1,b2521
b3515,b1632,0.750,obo1,b3515
b1632,b1883,0.500,obo2,b3515
b1883,b1224,0.250,obo1,b3515
b1224,b1883,0.000,obo2,b3515
b4147,b0685,0.500,obo1,b4147
b0685,b4147,0.000,obo2,b4147
b2762,b2507,0.750,obo1,b2762
b2507,b1684,0.500,obo2,b2762
b1684,b2242,0.250,obo1,b2762
b2242,b1684,0.000,obo2,b2762
b2763,b3771,0.933,obo1,b2763
b3771,b3231,0.867,obo2,b2763
b3231,b1917,0.800,obo1,b2763
b1917,b3623,0.733,obo2,b2763
b3623,b3168,0.667,obo1,b2763
b3168,b1886,0.600,obo2,b2763
b1886,b3640,0.533,obo1,b2763
b3640,b2199,0.467,obo2,b2763
b2199,b2600,0.400,obo1,b2763
b2600,b2281,0.333,obo2,b2763
b2281,b1628,0.267,obo1,b2763
b1628,b3959,0.200,obo2,b2763
b3959,b0118,0.133,obo1,b2763
b0118,b0863,0.067,obo2,b2763
b0863,b2600,0.000,obo1,b2763
b2903,b4188,0.667,obo1,b2903
b4188,b2203,0.333,obo2,b2903
b2203,b4188,0.000,obo1,b2903
b2765,b2204,0.800,obo1,b2765
b2204,b3292,0.600,obo2,b2765
b3292,b0861,0.400,obo1,b2765
b0861,b1921,0.200,obo2,b2765
b1921,b0861,0.000,obo1,b2765
b1018,b4230,0.667,obo1,b1018
b4230,b1884,0.333,obo2,b1018
b1884,b4230,0.000,obo1,b1018
b3622,b4068,0.500,obo1,b3622
b4068,b3622,0.000,obo2,b3622
b3516,b2287,0.800,obo1,b3516
b2287,b1076,0.600,obo2,b3516
b1076,b0003,0.400,obo1,b3516
b0003,b1444,0.200,obo2,b3516
b1444,b0003,0.000,obo1,b3516
b3099,b3923,0.900,obo1,b3099
b3923,b2665,0.800,obo2,b3099
b2665,b1967,0.700,obo1,b3099
b1967,b1628,0.600,obo2,b3099
b1628,b3959,0.500,obo1,b3099
b3959,b0118,0.400,obo2,b3099
b0118,b0863,0.300,obo1,b3099
b0863,b2600,0.200,obo2,b3099
b2600,b2281,0.100,obo1,b3099
b2281,b1628,0.000,obo2,b3099
b3098,b3750,0.667,obo1,b3098
b3750,b3958,0.333,obo2,b3098
b3958,b3750,0.000,obo1,b3098
b4346,b0631,0.750,obo1,b4346
b0631,b1679,0.500,obo2,b4346
b1679,b3167,0.250,obo1,b4346
b3167,b1679,0.000,obo2,b4346
b3548,b0085,0.889,obo1,b3548
b0085,b3892,0.778,obo2,b3548
b3892,b3314,0.667,obo1,b3548
b3314,b0595,0.556,obo2,b3548
b0595,b2146,0.444,obo1,b3548
b2146,b2283,0.333,obo2,b3548
b2283,b1244,0.222,obo1,b3548
b1244,b2296,0.111,obo2,b3548
b2296,b1244,0.000,obo1,b3548
b4051,b2020,0.750,obo1,b4051
b2020,b4045,0.500,obo2,b4051
b4045,b2019,0.250,obo1,b4051
b2019,b4045,0.000,obo2,b4051
b3091,b2727,0.667,obo1,b3091
b2727,b0637,0.333,obo2,b3091
b0637,b2727,0.000,obo1,b3091
b0767,b2537,0.750,obo1,b0767
b2537,b3507,0.500,obo2,b0767
b3507,b3388,0.250,obo1,b0767
b3388,b3507,0.000,obo2,b0767
b3541,b1088,0.929,obo1,b3541
b1088,b1939,0.857,obo2,b3541
b1939,b3993,0.786,obo1,b3541
b3993,b0439,0.714,obo2,b3541
b0439,b3288,0.643,obo1,b3541
b3288,b4315,0.571,obo2,b3541
b4315,b3393,0.500,obo1,b3541
b3393,b2281,0.429,obo2,b3541
b2281,b1628,0.357,obo1,b3541
b1628,b3959,0.286,obo2,b3541
b3959,b0118,0.214,obo1,b3541
b0118,b0863,0.143,obo2,b3541
b0863,b2600,0.071,obo1,b3541
b2600,b2281,0.000,obo2,b3541
b3540,b3923,0.900,obo1,b3540
b3923,b2665,0.800,obo2,b3540
b2665,b1967,0.700,obo1,b3540
b1967,b1628,0.600,obo2,b3540
b1628,b3959,0.500,obo1,b3540
b3959,b0118,0.400,obo2,b3540
b0118,b0863,0.300,obo1,b3540
b0863,b2600,0.200,obo2,b3540
b2600,b2281,0.100,obo1,b3540
b2281,b1628,0.000,obo2,b3540
b1260,b2614,0.800,obo1,b1260
b2614,b3012,0.600,obo2,b1260
b3012,b0737,0.400,obo1,b1260
b0737,b2662,0.200,obo2,b1260
b2662,b2614,0.000,obo1,b1260
b0763,b3382,0.667,obo1,b0763
b3382,b3457,0.333,obo2,b0763
b3457,b3382,0.000,obo1,b0763
b1262,b3457,0.667,obo1,b1262
b3457,b3382,0.333,obo2,b1262
b3382,b3457,0.000,obo1,b1262
b1263,b1444,0.667,obo1,b1263
b1444,b0003,0.333,obo2,b1263
b0003,b1444,0.000,obo1,b1263
b2904,b0220,0.500,obo1,b2904
b0220,b2904,0.000,obo2,b2904
b3623,b3168,0.909,obo1,b3623
b3168,b1886,0.818,obo2,b3623
b1886,b3640,0.727,obo1,b3623
b3640,b2199,0.636,obo2,b3623
b2199,b2600,0.545,obo1,b3623
b2600,b2281,0.455,obo2,b3623
b2281,b1628,0.364,obo1,b3623
b1628,b3959,0.273,obo2,b3623
b3959,b0118,0.182,obo1,b3623
b0118,b0863,0.091,obo2,b3623
b0863,b2600,0.000,obo1,b3623
b3517,b3049,0.800,obo1,b3517
b3049,b0643,0.600,obo2,b3517
b0643,b0886,0.400,obo1,b3517
b0886,b0169,0.200,obo2,b3517
b0169,b3049,0.000,obo1,b3517
b2281,b1628,0.833,obo1,b2281
b1628,b3959,0.667,obo2,b2281
b3959,b0118,0.500,obo1,b2281
b0118,b0863,0.333,obo2,b2281
b0863,b2600,0.167,obo1,b2281
b2600,b2281,0.000,obo2,b2281
b2128,b3098,0.750,obo1,b2128
b3098,b3750,0.500,obo2,b2128
b3750,b3958,0.250,obo1,b2128
b3958,b3750,0.000,obo2,b2128
b4056,b3741,0.750,obo1,b4056
b3741,b3167,0.500,obo2,b4056
b3167,b1679,0.250,obo1,b4056
b1679,b3167,0.000,obo2,b4056
b1864,b2038,0.750,obo1,b1864
b2038,b2423,0.500,obo2,b1864
b2423,b4072,0.250,obo1,b1864
b4072,b1864,0.000,obo2,b1864
b1865,b2423,0.800,obo1,b1865
b2423,b4072,0.600,obo2,b1865
b4072,b1864,0.400,obo1,b1865
b1864,b2038,0.200,obo2,b1865
b2038,b2423,0.000,obo1,b1865
b1646,b2092,0.875,obo1,b1646
b2092,b0150,0.750,obo2,b1646
b0150,b2677,0.625,obo1,b1646
b2677,b2282,0.500,obo2,b1646
b2282,b1891,0.375,obo1,b1646
b1891,b0523,0.250,obo2,b1646
b0523,b0419,0.125,obo1,b1646
b0419,b0523,0.000,obo2,b1646
b1647,b1900,0.833,obo1,b1647
b1900,b4381,0.667,obo2,b1647
b4381,b1891,0.500,obo1,b1647
b1891,b0523,0.333,obo2,b1647
b0523,b0419,0.167,obo1,b1647
